text,summary
"Under section 2(6A)(e), Income Tax Act, 1922, dividend includes any payment by a company, not being a company in which the public are substantially interested within the meaning of section 23A, of any sum by way of advance to a share holder to the extent to which the company possesses accumu lated profits.",The appellant assessee was a shareholder in a company in which the public were not substantially interested within the meaning of section 23A.
"% In a writ petition, the petitioner challenged the price fixation on the ground; that the State Government had not taken into consideration the guidelines in built in sub section 3C of section 3 of the , that the levy order was unreasonable or excessive restriction on the fundamental rights guaranteed under Articles 19(1)(g) and 14 of the Constitution, and that the levy was a colourable exercise of the power as the State Government sold the levy sugar by public auction realising large profit.","Dismissing the Writ Petition, ^ HELD: 1.1 The Court does not act like a Chartered Accountant nor acts like an Income Tax officer."
This appeal arises out of an unfortunate but isolated oversight in the offices of the West London Mental Health NHS Trust.,It occurred over the New Year period at the end of 2010.
"In January 1997, Mr Peacock was convicted of five offences of conspiracy to supply controlled drugs and sentenced to 12 years imprisonment, reduced on appeal to ten years.","Mr Peacock was found to have benefited from his drug trafficking to the extent of 273,717.50."
"There was a dispute between the appellants and the first respondent, regarding the possession of a house.","On an application filed by the respondent under Section 145 of Criminal Procedure Code, 1973, before the Sub Divisional Magistrate, claiming ownership of the suit property, the Magistrate passed a preliminary order under Section 145 of the Code, and thereafter, made an order of attachment under Section 146 directing that the attachment would continue till the competent civil court determined the rights of the parties."
vil Appeal No. 10761077 of 1987.,From the Judgment and Order dated 17.8.1985 of the Allahabad High Court in C.M. Writ No. 6849 of 1984.
Appeal No. 131 of 1968.,"Appeal by special leave from the Award dated December 8, 1967 of the Industrial Tribunal, Punjab in Reference No. 44 of 1966."
ON: Civil Appeal No. 3726 of 1984.,From the Judgment and Order dated 8.8.1981 of the Guja rat High Court in L.P.A. No. 145 of 1978.
"% The respondent landlord filed an application in the Court of the Rent Controller under Section 13 A of the East Punjab Rent Restriction (Amendment) Act, 1985, seeking eviction of the appellant tenant on the ground of arrears of rent and for his own use and occupation.","It was contended that the respondent retired from the service of the Government of India, Ministry of Defence on 20th May, 1949 and that his service was thereafter transferred to the Ministry of Rehabilitation from where he was discharged on 30th November, 1965 on the abolition of the Ministry, and that as he had no other house within the municipality he wanted the house in question for residence."
HELD: The counter affidavit filed on behalf of the Government of Haryana offers no rational explanation for denying the pay of District Education officer to the appellant after she was promoted to act as District Education Officer.,"In the absence of any rule justifying such refusal to pay to an officer promoted to a higher post the salary of such higher post, the appellant is entitled to be paid the salary of a District Education officer from the date she was promoted to the post."
The High Court allowed the writ petition and quashed the order of the Deputy Director of consolidation.,The appellants filed appeal in this Court against the order of the High Court.
Civil Appeal Nos.,2411 2427 and 2431 2440 of 1969.
Appeal No. 729 of 1964.,Appeal by special leave from the order dated February 1964 of the Rajasthan High Court in D.B. Civil Appeal No. 2 of 1963.
"On account of the continued illegal stoppage of work, 'glow down ' tactics, and strikes indulged in by the workmen despite the advice of their Union, the appellant company issued a notice dated August 23, 1953, that in consequence of the illegal strike the Management has no option but to declare a lock out of the entire works except the special shifts with effect from August 24, 953 The services of all other workers shall be deemed to be discharged with effect from August 24, 953.",""" Subsequently, the company lifted the lock out."
"The central issue on this appeal is whether the Government of Pakistan was a party to and bound by an arbitration agreement, so that an award made by an arbitral tribunal under that agreement can be enforced against the Government of Pakistan in the United Kingdom.",The appellant company (Dallah) is a member of a group providing services for the Holy Places in Saudi Arabia.
il Appeals Nos.,392 of 1956 & 686 of 1957.
"The appellant was convicted of an offence under section 92 of the , for working a salt works without obtaining a licence.","The salt works extended over an area of about 250 acres ' The only buildings on this land were temporary shelters for the resident labour and for an office ; at some places ,there where pucca platforms for fixing the water pump where 593 required to pump water from the sea."
"This was a petition challenging the constitutional validity of section 295A of the Indian Penal Code and for quashing the petitioner 's conviction thereunder for publishing an article in a monthly magazine of which he was the printer, publisher and the editor.",It was contended on his behalf that the impugned section infringed his fundamental right to freedom of speech and expression conferred by article 19(1)(a) of the Constitution and was not a law imposing reasonable restrictions on the right in the interests of public order under cl.
The appellant No. 1 is the President of the Oudh Bar and appellant No. 2 is the Chairman of Action Committee of the Oudh Bar Association.,They met and passed a Resolution that the Chief Justice of Allahabad High Court was acting in a most partisan manner under the influence of the Allahabad Bar and that it was unbecoming of the office which he holds.
The appellants filed a civil suit against the respondents for recovery of certain amount of money and produced some original documents with the plaint.,The first respondent filed a complaint against the appellants alleging forgery of his signature on one such document and thereby commission or offences punishable under sections 467 and 471 I.P.C.
"The appellant, who was carrying on the business of financing film producers and distributors, had advanced a sum of Rs. 1,00,000 to a firm of film distributors.","Clause 3 of the agreement between the parties provided that the appellant was not entitled to any interest but that he was to share with the distributors their profit and loss; and cl. 7 provided that in case the picture was not released within the stipulated time, the distributors would return to the appellant all the moneys advanced by him together with interest at 9% per annum."
